region	chr	midPos	Nsites
(4992,7629)(20009,24846)(20000,25000)	scaffold_51	22500	2639	0.049576
(5449,8246)(21017,25889)(21000,26000)	scaffold_51	23500	2799	0.049546
(6102,8557)(22071,26947)(22000,27000)	scaffold_51	24500	2457	0.049461
(6790,9303)(23215,27969)(23000,28000)	scaffold_51	25500	2515	0.049427
(240,384)(1000,1202)(1000,6000)	scaffold_510	3500	146	0.048872
(177,277)(1000,1424)(1000,6000)	scaffold_511	3500	102	0.049121
(90,418)(1005,1498)(1000,6000)	scaffold_512	3500	330	0.049156
(245,440)(1091,1571)(1000,6000)	scaffold_513	3500	197	0.049369
(137,1146)(4000,5021)(4000,9000)	scaffold_514	6500	1011	0.047867
(133,525)(1047,1658)(1000,6000)	scaffold_515	3500	394	0.049019
(605,706)(3797,4208)(2000,7000)	scaffold_519	4500	103	0.049811
(363,990)(6655,7999)(3000,8000)	scaffold_52	5500	629	0.049164
(363,1333)(6655,8442)(4000,9000)	scaffold_52	6500	972	0.049208
(363,1507)(6655,9879)(5000,10000)	scaffold_52	7500	1146	0.049183
(363,2011)(6655,10897)(6000,11000)	scaffold_52	8500	1650	0.049220
(463,2537)(7015,11999)(7000,12000)	scaffold_52	9500	2076	0.049200
(991,3333)(8000,12999)(8000,13000)	scaffold_52	10500	2344	0.049208
(1334,3978)(9409,13999)(9000,14000)	scaffold_52	11500	2646	0.049213
(1508,4215)(10009,14373)(10000,15000)	scaffold_52	12500	2709	0.049233
(2012,4712)(11107,15999)(11000,16000)	scaffold_52	13500	2702	0.049149
(2538,5318)(12000,16999)(12000,17000)	scaffold_52	14500	2782	0.049155
(3334,5797)(13000,17968)(13000,18000)	scaffold_52	15500	2465	0.049161
(3979,5799)(14000,18195)(14000,19000)	scaffold_52	16500	1822	0.049121
(4216,5799)(15224,18195)(15000,20000)	scaffold_52	17500	1585	0.049092
(4713,6047)(16000,20999)(16000,21000)	scaffold_52	18500	1336	0.049178
(5319,6374)(17000,21570)(17000,22000)	scaffold_52	19500	1057	0.047931
(5798,6629)(18194,22983)(18000,23000)	scaffold_52	20500	833	0.047553
(5800,7423)(20542,23954)(19000,24000)	scaffold_52	21500	1625	0.048287
(5800,8148)(20542,24919)(20000,25000)	scaffold_52	22500	2350	0.047988
(6048,8506)(21000,25822)(21000,26000)	scaffold_52	23500	2460	0.048109
(6375,8536)(22269,26981)(22000,27000)	scaffold_52	24500	2163	0.048608
(6630,8949)(23009,27630)(23000,28000)	scaffold_52	25500	2321	0.048703
(7424,9050)(24070,28999)(24000,29000)	scaffold_52	26500	1628	0.048588
(387,540)(1000,1153)(1000,6000)	scaffold_522	3500	155	0.049045
(680,991)(1000,1374)(1000,6000)	scaffold_524	3500	313	0.049719
(146,270)(1141,1611)(1000,6000)	scaffold_526	3500	126	0.049827
(336,430)(1384,1478)(1000,6000)	scaffold_527	3500	96	0.050293
(758,1329)(5094,5739)(1000,6000)	scaffold_528	3500	573	0.051459
(564,1015)(1000,1490)(1000,6000)	scaffold_529	3500	453	0.049572
(163,1411)(1378,5598)(1000,6000)	scaffold_53	3500	1250	0.049175
(475,1680)(2000,6999)(2000,7000)	scaffold_53	4500	1207	0.049336
(836,1928)(3000,7890)(3000,8000)	scaffold_53	5500	1094	0.049283
(1052,2177)(4465,8921)(4000,9000)	scaffold_53	6500	1127	0.049248
(1214,2742)(5074,9996)(5000,10000)	scaffold_53	7500	1530	0.049253
(1412,3208)(6464,10748)(6000,11000)	scaffold_53	8500	1798	0.049279
(1681,3397)(7000,11706)(7000,12000)	scaffold_53	9500	1718	0.049251
(1929,3761)(8262,12999)(8000,13000)	scaffold_53	10500	1834	0.049302
(2178,4231)(9009,13999)(9000,14000)	scaffold_53	11500	2055	0.049335
(2743,4498)(10015,14898)(10000,15000)	scaffold_53	12500	1757	0.049378
(3209,4935)(11138,15890)(11000,16000)	scaffold_53	13500	1728	0.049337
(3398,5268)(12005,16997)(12000,17000)	scaffold_53	14500	1872	0.049331
(3762,5496)(13000,17999)(13000,18000)	scaffold_53	15500	1736	0.049396
(4232,5646)(14000,18745)(14000,19000)	scaffold_53	16500	1416	0.049377
(4499,5784)(15139,19999)(15000,20000)	scaffold_53	17500	1287	0.049355
(4936,5921)(16126,20469)(16000,21000)	scaffold_53	18500	987	0.049408
(288,516)(1000,1448)(1000,6000)	scaffold_530	3500	230	0.049008
(188,327)(1186,1327)(1000,6000)	scaffold_531	3500	141	0.049163
(248,509)(1038,1404)(1000,6000)	scaffold_532	3500	263	0.049174
(346,522)(1029,1484)(1000,6000)	scaffold_533	3500	178	0.049250
(278,474)(1015,1651)(1000,6000)	scaffold_534	3500	198	0.049152
(230,411)(1002,1291)(1000,6000)	scaffold_535	3500	183	0.049672
(317,505)(1000,1237)(1000,6000)	scaffold_536	3500	190	0.049462
(294,353)(1060,1420)(1000,6000)	scaffold_537	3500	61	0.049156
(164,378)(1000,1630)(1000,6000)	scaffold_538	3500	216	0.049121
(528,2695)(1000,5998)(1000,6000)	scaffold_54	3500	2169	0.049340
(1024,2703)(2000,6011)(2000,7000)	scaffold_54	4500	1681	0.049444
(1574,2893)(3020,7897)(3000,8000)	scaffold_54	5500	1321	0.049382
(2005,3240)(4310,8978)(4000,9000)	scaffold_54	6500	1237	0.049328
(2404,3730)(5000,9999)(5000,10000)	scaffold_54	7500	1328	0.049208
(2696,4392)(6004,10962)(6000,11000)	scaffold_54	8500	1698	0.063444
(2704,4425)(7364,11181)(7000,12000)	scaffold_54	9500	1723	0.063264
(2894,4656)(8280,12956)(8000,13000)	scaffold_54	10500	1764	0.062909
(3241,4904)(9241,13980)(9000,14000)	scaffold_54	11500	1665	0.063535
(3731,5009)(10000,14956)(10000,15000)	scaffold_54	12500	1280	0.067766
(4393,5146)(11149,15339)(11000,16000)	scaffold_54	13500	755	0.049234
(4426,5210)(12388,16999)(12000,17000)	scaffold_54	14500	786	0.049223
(4657,5573)(13024,17802)(13000,18000)	scaffold_54	15500	918	0.049167
(4905,5573)(14009,17802)(14000,19000)	scaffold_54	16500	670	0.049262
(5010,5911)(15179,19999)(15000,20000)	scaffold_54	17500	903	0.049223
(5147,6362)(16936,20999)(16000,21000)	scaffold_54	18500	1217	0.049246
(5211,6670)(17000,21928)(17000,22000)	scaffold_54	19500	1461	0.049243
(280,431)(1036,1359)(1000,6000)	scaffold_540	3500	153	0.048768
(328,448)(1181,1536)(1000,6000)	scaffold_541	3500	122	0.048783
(290,306)(1122,1138)(1000,6000)	scaffold_542	3500	18	0.049121
(800,1480)(3813,4579)(1000,6000)	scaffold_543	3500	682	0.048799
(164,1034)(3101,5848)(1000,6000)	scaffold_544	3500	872	0.049796
(286,580)(1000,1470)(1000,6000)	scaffold_545	3500	296	0.049216
(352,630)(1000,1606)(1000,6000)	scaffold_547	3500	280	0.049512
(341,423)(1262,1344)(1000,6000)	scaffold_548	3500	84	0.049121
(467,1684)(1002,4049)(1000,6000)	scaffold_55	3500	1219	0.049231
(828,1684)(2089,4049)(2000,7000)	scaffold_55	4500	858	0.049294
(1421,1684)(3299,4049)(3000,8000)	scaffold_55	5500	265	0.049371
(1635,1684)(4000,4049)(4000,9000)	scaffold_55	6500	51	0.048916
(1685,2154)(9380,9999)(5000,10000)	scaffold_55	7500	471	0.048818
(1685,2520)(9380,10491)(6000,11000)	scaffold_55	8500	837	0.048946
(1685,2876)(9380,11999)(7000,12000)	scaffold_55	9500	1193	0.049006
(1685,3280)(9380,12913)(8000,13000)	scaffold_55	10500	1597	0.049032
(1685,3531)(9380,13831)(9000,14000)	scaffold_55	11500	1848	0.049043
(2155,3954)(10000,14901)(10000,15000)	scaffold_55	12500	1801	0.049145
(2521,4335)(11060,15802)(11000,16000)	scaffold_55	13500	1816	0.049213
(2877,4646)(12000,16999)(12000,17000)	scaffold_55	14500	1771	0.049214
(3281,4978)(13070,17628)(13000,18000)	scaffold_55	15500	1699	0.049268
(3532,5320)(14180,18999)(14000,19000)	scaffold_55	16500	1790	0.049313
(3955,5890)(15036,19986)(15000,20000)	scaffold_55	17500	1937	0.049288
(4336,6293)(16055,20775)(16000,21000)	scaffold_55	18500	1959	0.049264
(4647,6759)(17000,21999)(17000,22000)	scaffold_55	19500	2114	0.049282
(4979,7153)(18203,22532)(18000,23000)	scaffold_55	20500	2176	0.049205
(5321,7688)(19000,23999)(19000,24000)	scaffold_55	21500	2369	0.049223
(249,309)(1000,1542)(1000,6000)	scaffold_551	3500	62	0.049180
(276,540)(1000,1506)(1000,6000)	scaffold_555	3500	266	0.049306
(54,123)(1026,1431)(1000,6000)	scaffold_556	3500	71	0.049159
(232,476)(1000,1398)(1000,6000)	scaffold_557	3500	246	0.049318
(348,406)(1151,1209)(1000,6000)	scaffold_558	3500	60	0.049249
(42,82)(1002,1042)(1000,6000)	scaffold_559	3500	42	0.049292
(555,2070)(1000,5999)(1000,6000)	scaffold_56	3500	1517	0.049375
(794,2803)(2097,6999)(2000,7000)	scaffold_56	4500	2011	0.049362
(1264,3225)(3255,7999)(3000,8000)	scaffold_56	5500	1963	0.049371
(1396,3409)(4123,8833)(4000,9000)	scaffold_56	6500	2015	0.049465
(1870,3734)(5000,9924)(5000,10000)	scaffold_56	7500	1866	0.048613
(2071,4024)(6000,10901)(6000,11000)	scaffold_56	8500	1955	0.048601
(2804,4387)(7000,11829)(7000,12000)	scaffold_56	9500	1585	0.048398
(3226,4706)(8000,12999)(8000,13000)	scaffold_56	10500	1482	0.048420
(3410,4881)(9182,13999)(9000,14000)	scaffold_56	11500	1473	0.048271
(3735,5225)(10049,14724)(10000,15000)	scaffold_56	12500	1492	0.049225
(4025,5225)(11172,14724)(11000,16000)	scaffold_56	13500	1202	0.049213
(4388,5662)(12165,16949)(12000,17000)	scaffold_56	14500	1276	0.049223
(4707,5776)(13000,17401)(13000,18000)	scaffold_56	15500	1071	0.049224
(4882,5776)(14000,17401)(14000,19000)	scaffold_56	16500	896	0.049258
(313,323)(1215,1225)(1000,6000)	scaffold_560	3500	12	0.049121
(399,471)(1028,1384)(1000,6000)	scaffold_561	3500	74	0.049124
(162,178)(1331,1347)(1000,6000)	scaffold_563	3500	18	0.049177
(239,367)(1022,1150)(1000,6000)	scaffold_565	3500	130	0.049323
(230,408)(1000,1505)(1000,6000)	scaffold_566	3500	180	0.048971
(228,327)(1064,1163)(1000,6000)	scaffold_567	3500	101	0.049449
(83,257)(1063,1525)(1000,6000)	scaffold_568	3500	176	0.049139
(268,317)(1000,1049)(1000,6000)	scaffold_569	3500	51	0.050055
(244,1624)(1146,5488)(1000,6000)	scaffold_57	3500	1382	0.049408
(532,1624)(2000,5488)(2000,7000)	scaffold_57	4500	1094	0.049479
(952,1724)(3223,7776)(3000,8000)	scaffold_57	5500	774	0.049420
(1140,2106)(4077,8990)(4000,9000)	scaffold_57	6500	968	0.049449
(1497,2419)(5014,9482)(5000,10000)	scaffold_57	7500	924	0.049383
(1625,2419)(7677,9482)(6000,11000)	scaffold_57	8500	796	0.049403
(1625,2419)(7677,9482)(7000,12000)	scaffold_57	9500	796	0.049403
(1725,2691)(8034,12857)(8000,13000)	scaffold_57	10500	968	0.049462
(2107,3064)(9009,13933)(9000,14000)	scaffold_57	11500	959	0.049306
(2420,3782)(12069,14999)(10000,15000)	scaffold_57	12500	1364	0.049255
(2420,4422)(12069,15895)(11000,16000)	scaffold_57	13500	2004	0.049313
(2420,4590)(12069,16800)(12000,17000)	scaffold_57	14500	2172	0.049282
(2692,5094)(13008,17999)(13000,18000)	scaffold_57	15500	2404	0.049240
(3065,5733)(14034,18983)(14000,19000)	scaffold_57	16500	2670	0.049278
(3783,6056)(15000,19999)(15000,20000)	scaffold_57	17500	2275	0.049266
(4423,6505)(16073,20999)(16000,21000)	scaffold_57	18500	2084	0.049207
(4591,6767)(17226,21842)(17000,22000)	scaffold_57	19500	2178	0.049096
(281,369)(1019,1107)(1000,6000)	scaffold_570	3500	90	0.048851
(37,792)(4000,7262)(4000,9000)	scaffold_571	6500	757	0.049774
(291,321)(1000,1248)(1000,6000)	scaffold_572	3500	32	0.050385
(222,331)(1045,1254)(1000,6000)	scaffold_574	3500	111	0.049024
(142,235)(1042,1158)(1000,6000)	scaffold_575	3500	95	0.049195
(464,465)(1000,1001)(1000,6000)	scaffold_577	3500	3	0.049121
(293,421)(1000,1437)(1000,6000)	scaffold_578	3500	130	0.049259
(108,171)(1213,1276)(1000,6000)	scaffold_579	3500	65	0.049159
(922,3167)(1000,5967)(1000,6000)	scaffold_58	3500	2247	0.049268
(1817,3390)(2000,6363)(2000,7000)	scaffold_58	4500	1575	0.049239
(2004,3390)(4600,6363)(3000,8000)	scaffold_58	5500	1388	0.049202
(2004,3919)(4600,8785)(4000,9000)	scaffold_58	6500	1917	0.049217
(2363,3919)(5000,8785)(5000,10000)	scaffold_58	7500	1558	0.049155
(3168,3919)(6119,8785)(6000,11000)	scaffold_58	8500	753	0.049306
(3391,3919)(8094,8785)(7000,12000)	scaffold_58	9500	530	0.049262
(3391,4551)(8094,12999)(8000,13000)	scaffold_58	10500	1162	0.078923
(3920,4592)(12159,13040)(9000,14000)	scaffold_58	11500	674	0.096068
(3920,4592)(12159,13040)(10000,15000)	scaffold_58	12500	674	0.096068
(3920,4592)(12159,13040)(11000,16000)	scaffold_58	13500	674	0.096068
(3920,4592)(12159,13040)(12000,17000)	scaffold_58	14500	674	0.096068
(4552,4739)(13000,17999)(13000,18000)	scaffold_58	15500	189	0.048683
(4593,5499)(17853,18901)(14000,19000)	scaffold_58	16500	908	0.048896
(4593,5526)(17853,19999)(15000,20000)	scaffold_58	17500	935	0.048917
(4593,5851)(17853,20516)(16000,21000)	scaffold_58	18500	1260	0.048997
(4593,5851)(17853,20516)(17000,22000)	scaffold_58	19500	1260	0.048997
(4740,5851)(18000,20516)(18000,23000)	scaffold_58	20500	1113	0.049031
(5500,6589)(19973,23883)(19000,24000)	scaffold_58	21500	1091	0.049413
(5527,7179)(20000,24839)(20000,25000)	scaffold_58	22500	1654	0.049440
(5852,7179)(23023,24839)(21000,26000)	scaffold_58	23500	1329	0.049485
(5852,7669)(23023,26822)(22000,27000)	scaffold_58	24500	1819	0.049358
(5852,7669)(23023,26822)(23000,28000)	scaffold_58	25500	1819	0.049358
(6590,8017)(24063,28582)(24000,29000)	scaffold_58	26500	1429	0.049268
(7180,8618)(26182,29789)(25000,30000)	scaffold_58	27500	1440	0.049174
(7180,8618)(26182,29789)(26000,31000)	scaffold_58	28500	1440	0.049174
(7670,8618)(28044,29789)(27000,32000)	scaffold_58	29500	950	0.049254
(7670,8618)(28044,29789)(28000,33000)	scaffold_58	30500	950	0.049254
(8018,9089)(29080,33999)(29000,34000)	scaffold_58	31500	1073	0.049194
(8619,9786)(33372,34999)(30000,35000)	scaffold_58	32500	1169	0.049211
(8619,9951)(33372,35164)(31000,36000)	scaffold_58	33500	1334	0.049216
(8619,9951)(33372,35164)(32000,37000)	scaffold_58	34500	1334	0.049216
(8619,9951)(33372,35164)(33000,38000)	scaffold_58	35500	1334	0.049216
(9090,10183)(34000,38669)(34000,39000)	scaffold_58	36500	1095	0.049274
(9787,10183)(35000,38669)(35000,40000)	scaffold_58	37500	398	0.049260
(9952,10183)(38178,38669)(36000,41000)	scaffold_58	38500	233	0.049262
(9952,10183)(38178,38669)(37000,42000)	scaffold_58	39500	233	0.049262
(9952,10742)(38178,42999)(38000,43000)	scaffold_58	40500	792	0.047465
(181,251)(1140,1210)(1000,6000)	scaffold_580	3500	72	0.049151
(200,239)(1053,1092)(1000,6000)	scaffold_581	3500	41	0.049121
(368,486)(1000,1163)(1000,6000)	scaffold_583	3500	120	0.049411
(285,502)(1000,1481)(1000,6000)	scaffold_585	3500	219	0.049168
(374,379)(1076,1081)(1000,6000)	scaffold_586	3500	7	0.049121
(247,421)(1000,1304)(1000,6000)	scaffold_587	3500	176	0.049118
(510,596)(1197,1296)(1000,6000)	scaffold_588	3500	88	0.049121
(236,1856)(1342,5889)(1000,6000)	scaffold_59	3500	1622	0.049226
(405,2220)(2005,6888)(2000,7000)	scaffold_59	4500	1817	0.049217
(1069,2674)(3147,7914)(3000,8000)	scaffold_59	5500	1607	0.049243
(1202,3116)(4258,8980)(4000,9000)	scaffold_59	6500	1916	0.049263
(1638,3384)(5000,9999)(5000,10000)	scaffold_59	7500	1748	0.049361
(1857,3736)(6014,10994)(6000,11000)	scaffold_59	8500	1881	0.049384
(2221,4240)(7010,11823)(7000,12000)	scaffold_59	9500	2021	0.049422
(2675,4269)(8087,12802)(8000,13000)	scaffold_59	10500	1596	0.049541
(3117,4393)(9343,13915)(9000,14000)	scaffold_59	11500	1278	0.049534
(3385,4669)(10000,14925)(10000,15000)	scaffold_59	12500	1286	0.049539
(3737,4866)(11038,15498)(11000,16000)	scaffold_59	13500	1131	0.049528
(4241,5417)(12774,16878)(12000,17000)	scaffold_59	14500	1178	0.049263
(4270,5701)(13034,17587)(13000,18000)	scaffold_59	15500	1433	0.049215
(374,542)(1000,1332)(1000,6000)	scaffold_590	3500	170	0.049270
(211,246)(1223,1258)(1000,6000)	scaffold_592	3500	37	0.049159
(362,364)(1000,1002)(1000,6000)	scaffold_593	3500	4	0.049280
(347,359)(1000,1012)(1000,6000)	scaffold_596	3500	14	0.048053
(176,1276)(1306,5999)(1000,6000)	scaffold_60	3500	1102	0.048038
(407,2096)(2002,6999)(2000,7000)	scaffold_60	4500	1691	0.048381
(558,2250)(3194,7402)(3000,8000)	scaffold_60	5500	1694	0.048381
(1076,2288)(5668,8999)(4000,9000)	scaffold_60	6500	1214	0.049131
(1076,2661)(5668,9999)(5000,10000)	scaffold_60	7500	1587	0.049065
(1277,3213)(6000,10998)(6000,11000)	scaffold_60	8500	1938	0.049105
(2097,3579)(7000,11999)(7000,12000)	scaffold_60	9500	1484	0.049296
(2251,4183)(8962,12999)(8000,13000)	scaffold_60	10500	1934	0.049371
(2289,4672)(9000,13701)(9000,14000)	scaffold_60	11500	2385	0.049276
(2662,4874)(10000,14727)(10000,15000)	scaffold_60	12500	2214	0.049323
(3214,5229)(11195,15999)(11000,16000)	scaffold_60	13500	2017	0.049319
(3580,5552)(12000,16856)(12000,17000)	scaffold_60	14500	1974	0.049228
(4184,5914)(13000,17999)(13000,18000)	scaffold_60	15500	1732	0.049134
(4673,6413)(14000,18575)(14000,19000)	scaffold_60	16500	1742	0.049337
(4875,6531)(15005,19690)(15000,20000)	scaffold_60	17500	1658	0.049367
(5230,6977)(16000,20791)(16000,21000)	scaffold_60	18500	1749	0.049304
(5553,6977)(17047,20791)(17000,22000)	scaffold_60	19500	1426	0.049288
(5915,6977)(18000,20791)(18000,23000)	scaffold_60	20500	1064	0.049320
(510,568)(1009,1067)(1000,6000)	scaffold_602	3500	60	0.049121
(289,432)(1000,1363)(1000,6000)	scaffold_603	3500	145	0.049212
(204,315)(1000,1388)(1000,6000)	scaffold_604	3500	113	0.049417
(262,398)(1000,1400)(1000,6000)	scaffold_605	3500	138	0.049369
(220,326)(1000,1337)(1000,6000)	scaffold_608	3500	108	0.049565
(371,439)(1095,1163)(1000,6000)	scaffold_609	3500	70	0.049053
(307,2051)(1022,5931)(1000,6000)	scaffold_61	3500	1746	0.049301
(839,2388)(2111,6741)(2000,7000)	scaffold_61	4500	1551	0.049212
(1283,2846)(3194,7999)(3000,8000)	scaffold_61	5500	1565	0.049239
(1553,3057)(4015,8481)(4000,9000)	scaffold_61	6500	1506	0.049169
(1952,3233)(5832,9876)(5000,10000)	scaffold_61	7500	1283	0.049241
(2052,3670)(6065,10912)(6000,11000)	scaffold_61	8500	1620	0.049173
(2389,3875)(7008,11792)(7000,12000)	scaffold_61	9500	1488	0.049246
(2847,4520)(8000,12999)(8000,13000)	scaffold_61	10500	1675	0.049178
(3058,4822)(9087,13997)(9000,14000)	scaffold_61	11500	1766	0.049208
(3234,5179)(10008,14962)(10000,15000)	scaffold_61	12500	1947	0.049233
(3671,5486)(11078,15999)(11000,16000)	scaffold_61	13500	1817	0.049274
(3876,5676)(12009,16784)(12000,17000)	scaffold_61	14500	1802	0.049314
(4521,5938)(13000,17839)(13000,18000)	scaffold_61	15500	1419	0.049328
(200,378)(1039,1347)(1000,6000)	scaffold_613	3500	180	0.049661
(192,1044)(4309,5161)(1000,6000)	scaffold_614	3500	854	0.049325
(617,806)(2000,2189)(2000,7000)	scaffold_615	4500	191	0.049286
(346,556)(1000,1398)(1000,6000)	scaffold_616	3500	212	0.049010
(410,461)(1291,1342)(1000,6000)	scaffold_617	3500	53	0.049948
(96,2321)(1005,5926)(1000,6000)	scaffold_62	3500	2227	0.049385
(459,2713)(2000,6987)(2000,7000)	scaffold_62	4500	2256	0.049314
(993,2917)(3041,7849)(3000,8000)	scaffold_62	5500	1926	0.049326
(1418,2991)(4000,8791)(4000,9000)	scaffold_62	6500	1575	0.049289
(2067,3091)(5056,9499)(5000,10000)	scaffold_62	7500	1026	0.049049
(2322,3451)(6442,10999)(6000,11000)	scaffold_62	8500	1131	0.049224
(2714,3769)(7032,11455)(7000,12000)	scaffold_62	9500	1057	0.049360
(2918,3979)(8258,12963)(8000,13000)	scaffold_62	10500	1063	0.049292
(2992,4358)(9400,13735)(9000,14000)	scaffold_62	11500	1368	0.049221
(3092,4508)(10585,14977)(10000,15000)	scaffold_62	12500	1418	0.049224
(3452,4991)(11000,15999)(11000,16000)	scaffold_62	13500	1541	0.049114
(455,519)(1294,1358)(1000,6000)	scaffold_620	3500	66	0.049803
(138,218)(1000,1227)(1000,6000)	scaffold_623	3500	82	0.049160
(218,267)(1051,1100)(1000,6000)	scaffold_626	3500	51	0.048916
(403,458)(1000,1055)(1000,6000)	scaffold_627	3500	57	0.049676
(124,194)(1000,1070)(1000,6000)	scaffold_629	3500	72	0.048951
(501,2483)(1000,5999)(1000,6000)	scaffold_63	3500	1984	0.048710
(1345,3195)(2000,6726)(2000,7000)	scaffold_63	4500	1852	0.049491
(1765,3195)(3000,6726)(3000,8000)	scaffold_63	5500	1432	0.049493
(2322,3195)(5826,6726)(4000,9000)	scaffold_63	6500	875	0.049512
(2322,3195)(5826,6726)(5000,10000)	scaffold_63	7500	875	0.049512
(2484,3195)(6000,6726)(6000,11000)	scaffold_63	8500	713	0.049491
(3196,3298)(12897,12999)(8000,13000)	scaffold_63	10500	104	0.049188
(3196,4156)(12897,13999)(9000,14000)	scaffold_63	11500	962	0.049544
(3196,5025)(12897,14999)(10000,15000)	scaffold_63	12500	1831	0.049524
(3196,5213)(12897,15918)(11000,16000)	scaffold_63	13500	2019	0.049422
(3196,5836)(12897,16806)(12000,17000)	scaffold_63	14500	2642	0.049382
(3299,6577)(13000,17999)(13000,18000)	scaffold_63	15500	3280	0.049375
(4157,7224)(14000,18697)(14000,19000)	scaffold_63	16500	3069	0.049297
(5026,7224)(15000,18697)(15000,20000)	scaffold_63	17500	2200	0.049228
(5214,7224)(16008,18697)(16000,21000)	scaffold_63	18500	2012	0.049292
(5837,7224)(17094,18697)(17000,22000)	scaffold_63	19500	1389	0.049307
(6578,7224)(18000,18697)(18000,23000)	scaffold_63	20500	648	0.049286
(7225,7870)(38214,38999)(34000,39000)	scaffold_63	36500	647	0.049256
(7225,8596)(38214,39893)(35000,40000)	scaffold_63	37500	1373	0.049408
(7225,8796)(38214,40999)(36000,41000)	scaffold_63	38500	1573	0.049337
(7225,9284)(38214,41560)(37000,42000)	scaffold_63	39500	2061	0.049319
(7225,9669)(38214,42999)(38000,43000)	scaffold_63	40500	2446	0.049287
(7871,10628)(39000,43999)(39000,44000)	scaffold_63	41500	2759	0.048736
(8597,11331)(40800,44838)(40000,45000)	scaffold_63	42500	2736	0.048881
(8797,11331)(41000,44838)(41000,46000)	scaffold_63	43500	2536	0.048879
(9285,12136)(42410,46999)(42000,47000)	scaffold_63	44500	2853	0.049004
(335,525)(1021,1323)(1000,6000)	scaffold_630	3500	192	0.048979
(484,494)(1000,1010)(1000,6000)	scaffold_632	3500	12	0.049121
(236,303)(1048,1115)(1000,6000)	scaffold_635	3500	69	0.049776
(204,340)(1011,1286)(1000,6000)	scaffold_636	3500	138	0.049597
(257,328)(1142,1213)(1000,6000)	scaffold_637	3500	73	0.048661
(338,470)(1000,1324)(1000,6000)	scaffold_638	3500	134	0.049500
(310,373)(1000,1173)(1000,6000)	scaffold_639	3500	65	0.049242
(209,2153)(1000,5999)(1000,6000)	scaffold_64	3500	1946	0.049188
(536,2667)(2179,6999)(2000,7000)	scaffold_64	4500	2133	0.049259
(880,3048)(3335,7857)(3000,8000)	scaffold_64	5500	2170	0.049226
(1387,3427)(4338,8989)(4000,9000)	scaffold_64	6500	2042	0.049136
(1655,3501)(5087,9356)(5000,10000)	scaffold_64	7500	1848	0.049156
(2154,3501)(6000,9356)(6000,11000)	scaffold_64	8500	1349	0.049214
(2668,3731)(7000,11799)(7000,12000)	scaffold_64	9500	1065	0.049142
(3049,3990)(8022,12999)(8000,13000)	scaffold_64	10500	943	0.049141
(3428,4436)(9039,13905)(9000,14000)	scaffold_64	11500	1010	0.049258
(3502,4717)(11252,14909)(10000,15000)	scaffold_64	12500	1217	0.049371
(3502,4979)(11252,15982)(11000,16000)	scaffold_64	13500	1479	0.048355
(3732,5136)(12291,16646)(12000,17000)	scaffold_64	14500	1406	0.048282
(424,461)(1218,1255)(1000,6000)	scaffold_640	3500	39	0.049202
(319,497)(1020,1279)(1000,6000)	scaffold_641	3500	180	0.049026
(251,387)(1142,1278)(1000,6000)	scaffold_642	3500	138	0.049331
(456,492)(1020,1119)(1000,6000)	scaffold_644	3500	38	0.049121
(186,285)(1214,1313)(1000,6000)	scaffold_645	3500	101	0.049843
(568,621)(1000,1053)(1000,6000)	scaffold_646	3500	55	0.049241
(218,235)(1000,1017)(1000,6000)	scaffold_648	3500	19	0.049121
(142,2085)(1000,5951)(1000,6000)	scaffold_65	3500	1945	0.049235
(731,2394)(2000,6780)(2000,7000)	scaffold_65	4500	1665	0.049305
(1030,2455)(3002,7999)(3000,8000)	scaffold_65	5500	1427	0.049356
(1605,2798)(4385,8786)(4000,9000)	scaffold_65	6500	1195	0.049338
(1639,3014)(5054,9974)(5000,10000)	scaffold_65	7500	1377	0.049461
(2086,3438)(6011,10999)(6000,11000)	scaffold_65	8500	1354	0.049369
(2395,3493)(7557,11594)(7000,12000)	scaffold_65	9500	1100	0.049384
(2456,3829)(8000,12968)(8000,13000)	scaffold_65	10500	1375	0.049256
(2799,3948)(9115,13999)(9000,14000)	scaffold_65	11500	1151	0.049244
(3015,4390)(10007,14999)(10000,15000)	scaffold_65	12500	1377	0.049200
(3439,4875)(11000,15930)(11000,16000)	scaffold_65	13500	1438	0.049397
(347,582)(1054,1289)(1000,6000)	scaffold_650	3500	237	0.049033
(306,451)(1000,1245)(1000,6000)	scaffold_655	3500	147	0.049525
(251,304)(1151,1204)(1000,6000)	scaffold_657	3500	55	0.049041
(265,342)(1108,1185)(1000,6000)	scaffold_658	3500	79	0.049803
(473,1736)(1198,5993)(1000,6000)	scaffold_66	3500	1265	0.049399
(623,1925)(2000,6999)(2000,7000)	scaffold_66	4500	1304	0.049390
(930,2239)(3274,7839)(3000,8000)	scaffold_66	5500	1311	0.049355
(1066,2541)(4137,8951)(4000,9000)	scaffold_66	6500	1477	0.049324
(1372,2836)(5086,9644)(5000,10000)	scaffold_66	7500	1466	0.049265
(1737,3107)(6169,10777)(6000,11000)	scaffold_66	8500	1372	0.049219
(1926,3532)(7000,11999)(7000,12000)	scaffold_66	9500	1608	0.049087
(2240,3875)(8318,12802)(8000,13000)	scaffold_66	10500	1637	0.049128
(2542,4243)(9162,13833)(9000,14000)	scaffold_66	11500	1703	0.049218
(2837,4496)(10185,14781)(10000,15000)	scaffold_66	12500	1661	0.049194
